"Date","storage","Reservoir"
20161114,80154,"SLS"
20161115,79445,"SLS"
20161116,78230,"SLS"
20161117,76666,"SLS"
20161118,76348,"SLS"
20161119,76052,"SLS"
20161120,75794,"SLS"
20161121,75521,"SLS"
20161122,75292,"SLS"
20161123,74998,"SLS"
20161124,74785,"SLS"
20161125,74594,"SLS"
20161126,74308,"SLS"
20161127,74161,"SLS"
20161128,74000,"SLS"
20161129,73693,"SLS"
20161130,73263,"SLS"
20161201,72856,"SLS"
20161202,72558,"SLS"
20161203,72522,"SLS"
20161204,72442,"SLS"
20161205,72297,"SLS"
20161206,71943,"SLS"
20161207,71705,"SLS"
20161208,71900,"SLS"
20161209,72355,"SLS"
20161210,76170,"SLS"
20161211,78754,"SLS"
20161212,79588,"SLS"
20161213,80131,"SLS"
20161214,80782,"SLS"
20161215,85824,"SLS"
20161216,92353,"SLS"
20161217,93962,"SLS"
20161218,94998,"SLS"
20161219,95689,"SLS"
20161220,96040,"SLS"
20161221,96235,"SLS"
20161222,96268,"SLS"
20161223,96562,"SLS"
20161224,96717,"SLS"
20161225,96832,"SLS"
20161226,97037,"SLS"
20161227,97225,"SLS"
20161228,97241,"SLS"
20161229,97159,"SLS"
20161230,97168,"SLS"
20161231,96955,"SLS"
20170101,96897,"SLS"
20170102,96848,"SLS"
20170103,96963,"SLS"
20170104,98450,"SLS"
20170105,99491,"SLS"
20170106,98837,"SLS"
20170107,97882,"SLS"
20170108,111479,"SLS"
20170109,120354,"SLS"
20170110,120732,"SLS"
20170111,119423,"SLS"
20170112,116867,"SLS"
20170113,113849,"SLS"
20170114,110099,"SLS"
20170115,106660,"SLS"
20170116,103875,"SLS"
20170117,102847,"SLS"
20170118,101949,"SLS"
20170119,101497,"SLS"
20170120,101288,"SLS"
20170121,100863,"SLS"
20170122,100646,"SLS"
20170123,100172,"SLS"
20170124,99566,"SLS"
20170125,99143,"SLS"
20170126,98986,"SLS"
20170127,98837,"SLS"
20170128,98730,"SLS"
20170129,98548,"SLS"
20170130,99146,"SLS"
20170131,98949,"SLS"
20170201,98013,"SLS"
20170202,97898,"SLS"
20170203,98474,"SLS"
20170204,98705,"SLS"
20170205,98796,"SLS"
20170206,99425,"SLS"
20170207,104272,"SLS"
20170208,116336,"SLS"
20170209,119816,"SLS"
20170210,119816,"SLS"
20170211,129855,"SLS"
20170212,128728,"SLS"
20170213,127273,"SLS"
20170214,125580,"SLS"
20170215,123849,"SLS"
20170216,123658,"SLS"
20170217,124122,"SLS"
20170218,124486,"SLS"
20170219,124631,"SLS"
20170220,127053,"SLS"
20170221,129245,"SLS"
20170222,129531,"SLS"
20170223,129411,"SLS"
20170224,129300,"SLS"
20170225,129051,"SLS"
20170226,128691,"SLS"
20170227,128313,"SLS"
20170228,127926,"SLS"
20170301,127531,"SLS"
20170302,127108,"SLS"
20170303,126631,"SLS"
20170304,126165,"SLS"
20170305,125689,"SLS"
20170306,125197,"SLS"
20170307,124677,"SLS"
20170308,123958,"SLS"
20170309,122661,"SLS"
20170310,121506,"SLS"
20170311,120354,"SLS"
20170312,119405,"SLS"
20170313,118049,"SLS"
20170314,117409,"SLS"
20170315,117125,"SLS"
20170316,117249,"SLS"
20170317,117471,"SLS"
20170318,117719,"SLS"
20170319,117888,"SLS"
20170320,118182,"SLS"
20170321,119655,"SLS"
20170322,120229,"SLS"
20170323,119521,"SLS"
20170324,117924,"SLS"
20170325,116354,"SLS"
20170326,113401,"SLS"
20170327,107267,"SLS"
20170328,112124,"SLS"
20170329,110212,"SLS"
20170330,109408,"SLS"
20170331,108159,"SLS"
20170401,106575,"SLS"
20170402,105204,"SLS"
20170403,103925,"SLS"
20170404,102738,"SLS"
20170405,101798,"SLS"
20170406,101414,"SLS"
20170407,101589,"SLS"
20170408,101079,"SLS"
20170409,99848,"SLS"
20170410,98301,"SLS"
20170411,96734,"SLS"
20170412,95120,"SLS"
20170413,94463,"SLS"
20170414,93736,"SLS"
20170415,94245,"SLS"
20170416,94820,"SLS"
20170417,96056,"SLS"
20170418,99276,"SLS"
20170419,99740,"SLS"
20170420,98186,"SLS"
20170421,96521,"SLS"
20170422,95275,"SLS"
20170423,94496,"SLS"
20170424,93663,"SLS"
20170425,92000,"SLS"
20170426,91728,"SLS"
20170427,90819,"SLS"
20170428,89684,"SLS"
20170429,87972,"SLS"
20170430,86564,"SLS"
20170501,86120,"SLS"
20170502,86626,"SLS"
20170503,88476,"SLS"
20170504,91996,"SLS"
20170505,97118,"SLS"
20170506,99906,"SLS"
20170507,100072,"SLS"
20170508,99740,"SLS"
20170509,99632,"SLS"
20170510,100064,"SLS"
20170511,101556,"SLS"
20170512,103057,"SLS"
20170513,102628,"SLS"
20170514,101205,"SLS"
20170515,99234,"SLS"
20170516,97053,"SLS"
20170517,94593,"SLS"
20170518,92256,"SLS"
20170519,90604,"SLS"
20170520,90088,"SLS"
20170521,90588,"SLS"
20170522,91856,"SLS"
20170523,94310,"SLS"
20170524,97159,"SLS"
20170525,99897,"SLS"
20170526,103310,"SLS"
20170527,106250,"SLS"
20170528,109511,"SLS"
20170529,112893,"SLS"
20170530,116469,"SLS"
20170531,119754,"SLS"
20170601,121848,"SLS"
20170602,124167,"SLS"
20170603,127209,"SLS"
20170604,130708,"SLS"
20170605,131592,"SLS"
20170606,131788,"SLS"
20170607,132160,"SLS"
20170608,131881,"SLS"
20170609,132609,"SLS"
20170610,132291,"SLS"
20170611,131368,"SLS"
20170612,129005,"SLS"
20170613,126714,"SLS"
20170614,126073,"SLS"
20170615,127981,"SLS"
20170616,131732,"SLS"
20170617,133797,"SLS"
20170618,134577,"SLS"
20170619,134511,"SLS"
20170620,134935,"SLS"
20170621,136824,"SLS"
20170622,139231,"SLS"
20170623,139107,"SLS"
20170624,139393,"SLS"
20170625,139021,"SLS"
20170626,138859,"SLS"
20170627,138515,"SLS"
20170628,138373,"SLS"
20170629,138620,"SLS"
20170630,139412,"SLS"
20170701,139317,"SLS"
20170702,139307,"SLS"
20170703,139431,"SLS"
20170704,139078,"SLS"
20170705,138554,"SLS"
20170706,138897,"SLS"
20170707,139403,"SLS"
20170708,139288,"SLS"
20170709,139154,"SLS"
20170710,139173,"SLS"
20170711,139021,"SLS"
20170712,138944,"SLS"
20170713,138830,"SLS"
20170714,138696,"SLS"
20170715,138468,"SLS"
20170716,138211,"SLS"
20170717,137944,"SLS"
20170718,137659,"SLS"
20170719,137412,"SLS"
20170720,137071,"SLS"
20170721,136417,"SLS"
20170722,135840,"SLS"
20170723,135086,"SLS"
20170724,134445,"SLS"
20170725,133919,"SLS"
20170726,133404,"SLS"
20170727,132955,"SLS"
20170728,132571,"SLS"
20170729,132226,"SLS"
20170730,132067,"SLS"
20170731,131527,"SLS"
20170801,131182,"SLS"
20170802,130801,"SLS"
20170803,130430,"SLS"
20170804,129976,"SLS"
20170805,129485,"SLS"
20170806,128958,"SLS"
20170807,128571,"SLS"
20170808,127806,"SLS"
20170809,127347,"SLS"
20170810,126906,"SLS"
20170811,126476,"SLS"
20170812,126064,"SLS"
20170813,125644,"SLS"
20170814,125233,"SLS"
20170815,124823,"SLS"
20170816,124040,"SLS"
20170817,123323,"SLS"
20170818,122562,"SLS"
20170819,121803,"SLS"
20170820,121091,"SLS"
20170821,120390,"SLS"
20170822,119637,"SLS"
20170823,118860,"SLS"
20170824,118049,"SLS"
20170825,117231,"SLS"
20170826,116389,"SLS"
20170827,115540,"SLS"
20170828,114878,"SLS"
20170829,114183,"SLS"
20170830,113340,"SLS"
20170831,112771,"SLS"
20170901,112343,"SLS"
20170902,111636,"SLS"
20170903,111210,"SLS"
20170904,110802,"SLS"
20170905,110403,"SLS"
20170906,110082,"SLS"
20170907,109667,"SLS"
20170908,109270,"SLS"
20170909,108856,"SLS"
20170910,108434,"SLS"
20170911,108030,"SLS"
20170912,107618,"SLS"
20170913,107156,"SLS"
20170914,106660,"SLS"
20170915,106199,"SLS"
20170916,105306,"SLS"
20170917,104585,"SLS"
20170918,103866,"SLS"
20170919,103116,"SLS"
20170920,102452,"SLS"
20170921,101865,"SLS"
20170922,101271,"SLS"
20170923,100613,"SLS"
20170924,99922,"SLS"
20170925,99267,"SLS"
20170926,98548,"SLS"
20170927,97849,"SLS"
20170928,97151,"SLS"
20170929,96440,"SLS"
20170930,95738,"SLS"
20171001,95007,"SLS"
20171002,94221,"SLS"
20171003,93526,"SLS"
20171004,92866,"SLS"
20171005,92224,"SLS"
20171006,91584,"SLS"
20171007,90906,"SLS"
20171008,90167,"SLS"
20171009,89620,"SLS"
20171010,88909,"SLS"
20171011,88216,"SLS"
20171012,87525,"SLS"
20171013,86782,"SLS"
20171014,86182,"SLS"
20171015,85514,"SLS"
20171016,84817,"SLS"
20171017,83945,"SLS"
20171018,82963,"SLS"
20171019,81953,"SLS"
20171020,80736,"SLS"
20171021,79611,"SLS"
20171022,78402,"SLS"
20171023,77238,"SLS"
20171024,76000,"SLS"
20171025,74763,"SLS"
20171026,73482,"SLS"
20171027,72297,"SLS"
20171028,71128,"SLS"
20171029,69939,"SLS"
20171030,69262,"SLS"
20171031,68688,"SLS"
20171101,67995,"SLS"
20171102,67216,"SLS"
20171103,66433,"SLS"
20171104,65627,"SLS"
20171105,64762,"SLS"
20171106,63663,"SLS"
20171107,62878,"SLS"
20171108,61780,"SLS"
20171109,60777,"SLS"
20171110,59682,"SLS"
20171111,58569,"SLS"
20171112,57394,"SLS"
20171113,56312,"SLS"
20171114,55246,"SLS"
20171115,54317,"SLS"
20171116,58101,"SLS"
20171117,59820,"SLS"
20171118,59360,"SLS"
20171119,58680,"SLS"
20171120,57990,"SLS"
20171121,57724,"SLS"
20171122,57446,"SLS"
20171123,57000,"SLS"
20171124,56441,"SLS"
20171125,55647,"SLS"
20171126,54852,"SLS"
20171127,55752,"SLS"
20171128,55405,"SLS"
20171129,54740,"SLS"
20171130,53952,"SLS"
20171201,53174,"SLS"
20171202,52261,"SLS"
20171203,51288,"SLS"
20171204,50232,"SLS"
20171205,49120,"SLS"
20171206,48274,"SLS"
20171207,47180,"SLS"
20171208,46090,"SLS"
20171209,45005,"SLS"
20171210,44110,"SLS"
20171211,43434,"SLS"
20171212,42760,"SLS"
20171213,42084,"SLS"
20171214,41392,"SLS"
20171215,40714,"SLS"
20171216,39998,"SLS"
20171217,39261,"SLS"
20171218,38571,"SLS"
20171219,37897,"SLS"
20171220,37175,"SLS"
20171221,35807,"SLS"
20171222,35118,"SLS"
20171223,34146,"SLS"
20171224,33406,"SLS"
20171225,32711,"SLS"
20171226,31893,"SLS"
20171227,31220,"SLS"
20171228,30553,"SLS"
20171229,29886,"SLS"
20171230,29212,"SLS"
20171231,28534,"SLS"
20180101,27868,"SLS"
20180102,27186,"SLS"
20180103,26497,"SLS"
20180104,25850,"SLS"
20180105,25240,"SLS"
20180106,25553,"SLS"
20180107,25353,"SLS"
20180108,25671,"SLS"
20180109,27800,"SLS"
20180110,28971,"SLS"
20180111,29658,"SLS"
20180112,30167,"SLS"
20180113,30534,"SLS"
20180114,30860,"SLS"
20180115,31134,"SLS"
20180116,31410,"SLS"
20180117,31639,"SLS"
20180118,31897,"SLS"
20180119,32262,"SLS"
20180120,32537,"SLS"
20180121,32745,"SLS"
20180122,32794,"SLS"
20180123,32697,"SLS"
20180124,32639,"SLS"
20180125,32600,"SLS"
20180126,32368,"SLS"
20180127,32253,"SLS"
20180128,32166,"SLS"
20180129,32426,"SLS"
20180130,32339,"SLS"
20180131,32243,"SLS"
20180201,32219,"SLS"
20180202,32277,"SLS"
20180203,32344,"SLS"
20180204,32392,"SLS"
20180205,32368,"SLS"
20180206,32349,"SLS"
20180207,32267,"SLS"
20180208,32185,"SLS"
20180209,32109,"SLS"
20180210,32022,"SLS"
20180211,31845,"SLS"
20180212,31773,"SLS"
20180213,31768,"SLS"
20180214,31955,"SLS"
20180215,32152,"SLS"
20180216,32296,"SLS"
20180217,32474,"SLS"
20180218,32585,"SLS"
20180219,32682,"SLS"
20180220,32833,"SLS"
20180221,33019,"SLS"
20180222,33131,"SLS"
20180223,33377,"SLS"
20180224,33524,"SLS"
20180225,33662,"SLS"
20180226,33825,"SLS"
20180227,33899,"SLS"
20180228,34047,"SLS"
20180301,34275,"SLS"
20180302,34419,"SLS"
20180303,34559,"SLS"
20180304,34539,"SLS"
20180305,34375,"SLS"
20180306,34226,"SLS"
20180307,34107,"SLS"
20180308,34047,"SLS"
20180309,34067,"SLS"
20180310,34156,"SLS"
20180311,34280,"SLS"
20180312,34603,"SLS"
20180313,35989,"SLS"
20180314,37288,"SLS"
20180315,37990,"SLS"
20180316,38571,"SLS"
20180317,39066,"SLS"
20180318,39674,"SLS"
20180319,40259,"SLS"
20180320,40832,"SLS"
20180321,43306,"SLS"
20180322,51518,"SLS"
20180323,54504,"SLS"
20180324,56280,"SLS"
20180325,57530,"SLS"
20180326,58608,"SLS"
20180327,59419,"SLS"
20180328,60638,"SLS"
20180329,61537,"SLS"
20180330,62566,"SLS"
20180331,63752,"SLS"
20180401,64997,"SLS"
20180402,66134,"SLS"
20180403,67118,"SLS"
20180404,68221,"SLS"
20180405,69583,"SLS"
20180406,73839,"SLS"
20180407,88483,"SLS"
20180408,93688,"SLS"
20180409,95112,"SLS"
20180410,96472,"SLS"
20180411,96848,"SLS"
20180412,96791,"SLS"
20180413,96293,"SLS"
20180414,95795,"SLS"
20180415,95926,"SLS"
20180416,96407,"SLS"
20180417,96922,"SLS"
20180418,97545,"SLS"
20180419,98252,"SLS"
20180420,99160,"SLS"
20180421,100197,"SLS"
20180422,101949,"SLS"
20180423,104128,"SLS"
20180424,106268,"SLS"
20180425,108512,"SLS"
20180426,110802,"SLS"
20180427,112998,"SLS"
20180428,114376,"SLS"
20180429,114764,"SLS"
20180430,114676,"SLS"
20180501,114403,"SLS"
20180502,114042,"SLS"
20180503,114139,"SLS"
20180504,114958,"SLS"
20180505,116000,"SLS"
20180506,117275,"SLS"
20180507,119065,"SLS"
20180508,121677,"SLS"
20180509,124568,"SLS"
20180510,126714,"SLS"
20180511,128377,"SLS"
20180512,129310,"SLS"
20180513,129846,"SLS"
20180514,130736,"SLS"
20180515,131927,"SLS"
20180516,133020,"SLS"
20180517,133826,"SLS"
20180518,134803,"SLS"
20180519,135859,"SLS"
20180520,136891,"SLS"
20180521,137868,"SLS"
20180522,138773,"SLS"
20180523,139383,"SLS"
20180524,139202,"SLS"
20180525,138849,"SLS"
20180526,138125,"SLS"
20180527,137118,"SLS"
20180528,136521,"SLS"
20180529,136398,"SLS"
20180530,138325,"SLS"
20180531,138192,"SLS"
20180601,137726,"SLS"
20180602,137204,"SLS"
20180603,136843,"SLS"
20180604,136417,"SLS"
20180605,136256,"SLS"
20180606,136048,"SLS"
20180607,135822,"SLS"
20180608,135567,"SLS"
20180609,135255,"SLS"
20180610,134888,"SLS"
20180611,134605,"SLS"
20180612,134408,"SLS"
20180613,134201,"SLS"
20180614,134032,"SLS"
20180615,133844,"SLS"
20180616,133638,"SLS"
20180617,133366,"SLS"
20180618,133039,"SLS"
20180619,132581,"SLS"
20180620,132235,"SLS"
20180621,131881,"SLS"
20180622,131452,"SLS"
20180623,130969,"SLS"
20180624,130514,"SLS"
20180625,130059,"SLS"
20180626,129624,"SLS"
20180627,129171,"SLS"
20180628,128700,"SLS"
20180629,128193,"SLS"
20180630,127687,"SLS"
20180701,126787,"SLS"
20180702,126430,"SLS"
20180703,126146,"SLS"
20180704,125945,"SLS"
20180705,125735,"SLS"
20180706,125488,"SLS"
20180707,125233,"SLS"
20180708,124768,"SLS"
20180709,124003,"SLS"
20180710,123386,"SLS"
20180711,122806,"SLS"
20180712,122083,"SLS"
20180713,121325,"SLS"
20180714,120660,"SLS"
20180715,119861,"SLS"
20180716,119289,"SLS"
20180717,118601,"SLS"
20180718,117906,"SLS"
20180719,117222,"SLS"
20180720,116531,"SLS"
20180721,116044,"SLS"
20180722,115726,"SLS"
20180723,115372,"SLS"
20180724,114984,"SLS"
20180725,114587,"SLS"
20180726,114200,"SLS"
20180727,113805,"SLS"
20180728,113428,"SLS"
20180729,112710,"SLS"
20180730,112343,"SLS"
20180731,111976,"SLS"
20180801,111610,"SLS"
20180802,111253,"SLS"
20180803,110880,"SLS"
20180804,110507,"SLS"
20180805,110134,"SLS"
20180806,109961,"SLS"
20180807,109667,"SLS"
20180808,109321,"SLS"
20180809,108994,"SLS"
20180810,108666,"SLS"
20180811,108331,"SLS"
20180812,108004,"SLS"
20180813,107653,"SLS"
20180814,107336,"SLS"
20180815,107002,"SLS"
20180816,106677,"SLS"
20180817,106353,"SLS"
20180818,106020,"SLS"
20180819,105688,"SLS"
20180820,105119,"SLS"
20180821,105128,"SLS"
20180822,104992,"SLS"
20180823,104357,"SLS"
20180824,103520,"SLS"
20180825,102620,"SLS"
20180826,101723,"SLS"
20180827,100829,"SLS"
20180828,99981,"SLS"
20180829,99085,"SLS"
20180830,98285,"SLS"
20180831,97570,"SLS"
20180901,96603,"SLS"
20180902,95697,"SLS"
20180903,94755,"SLS"
20180904,93478,"SLS"
20180905,92730,"SLS"
20180906,91409,"SLS"
20180907,90524,"SLS"
20180908,89668,"SLS"
20180909,88743,"SLS"
20180910,87855,"SLS"
20180911,86892,"SLS"
20180912,85894,"SLS"
20180913,84979,"SLS"
20180914,84038,"SLS"
20180915,82940,"SLS"
20180916,81862,"SLS"
20180917,80805,"SLS"
20180918,79626,"SLS"
20180919,78349,"SLS"
20180920,77067,"SLS"
20180921,75816,"SLS"
20180922,74286,"SLS"
20180923,73052,"SLS"
20180924,71820,"SLS"
20180925,70590,"SLS"
20180926,69163,"SLS"
20180927,67876,"SLS"
20180928,66566,"SLS"
20180929,64935,"SLS"
20180930,63924,"SLS"
20181001,62477,"SLS"
20141003,5703,"DNN"
20141004,5629,"DNN"
20141005,5564,"DNN"
20141006,5500,"DNN"
20141007,5427,"DNN"
20141008,5362,"DNN"
20141009,5298,"DNN"
20141010,5241,"DNN"
20141011,5177,"DNN"
20141012,5112,"DNN"
20141013,5056,"DNN"
20141014,4976,"DNN"
20141015,4976,"DNN"
20141016,4920,"DNN"
20141017,4871,"DNN"
20141018,4816,"DNN"
20141019,4767,"DNN"
20141020,4727,"DNN"
20141021,4665,"DNN"
20141022,4617,"DNN"
20141023,4569,"DNN"
20141024,4506,"DNN"
20141025,4506,"DNN"
20141026,4474,"DNN"
20141027,4427,"DNN"
20141028,4387,"DNN"
20141029,4347,"DNN"
20141030,4284,"DNN"
20141031,4236,"DNN"
20141101,4189,"DNN"
20141102,4134,"DNN"
20141103,4079,"DNN"
20141104,4023,"DNN"
20141105,3976,"DNN"
20141106,3929,"DNN"
20141107,3890,"DNN"
20141108,3843,"DNN"
20141109,3804,"DNN"
20141110,3772,"DNN"
20141111,3733,"DNN"
20141112,3702,"DNN"
20141113,3702,"DNN"
20141114,3678,"DNN"
20141115,3647,"DNN"
20141116,3632,"DNN"
20141117,3608,"DNN"
20141118,3593,"DNN"
20141119,3577,"DNN"
20141120,3585,"DNN"
20141121,3562,"DNN"
20141122,3655,"DNN"
20141123,3640,"DNN"
20141124,3632,"DNN"
20141125,3616,"DNN"
20141126,3600,"DNN"
20141127,3569,"DNN"
20141128,3569,"DNN"
20141129,3663,"DNN"
20141130,3702,"DNN"
20141201,3717,"DNN"
20141202,3804,"DNN"
20141203,4087,"DNN"
20141204,4323,"DNN"
20141205,4331,"DNN"
20141206,4450,"DNN"
20141207,4419,"DNN"
20141208,4371,"DNN"
20141209,4316,"DNN"
20141210,4276,"DNN"
20141211,4323,"DNN"
20141212,4339,"DNN"
20141213,4300,"DNN"
20141214,4245,"DNN"
20141215,4221,"DNN"
20141216,4173,"DNN"
20141217,4142,"DNN"
20141218,4094,"DNN"
20141219,4087,"DNN"
20141220,4063,"DNN"
20141221,4087,"DNN"
20141222,4102,"DNN"
20141223,4094,"DNN"
20141224,4110,"DNN"
20141225,4079,"DNN"
20141226,4047,"DNN"
20141227,4016,"DNN"
20141228,3984,"DNN"
20141229,3953,"DNN"
20141230,3890,"DNN"
20141231,3874,"DNN"
20150101,3851,"DNN"
20150102,3827,"DNN"
20150103,3811,"DNN"
20150104,3796,"DNN"
20150105,3780,"DNN"
20150106,3772,"DNN"
20150107,3764,"DNN"
20150108,3757,"DNN"
20150109,3749,"DNN"
20150110,3749,"DNN"
20150111,3741,"DNN"
20150112,3741,"DNN"
20150113,3733,"DNN"
20150114,3725,"DNN"
20150115,3717,"DNN"
20150116,3717,"DNN"
20150117,3710,"DNN"
20150118,3741,"DNN"
20150119,3764,"DNN"
20150120,3772,"DNN"
20150121,3772,"DNN"
20150122,3764,"DNN"
20150123,3764,"DNN"
20150124,3757,"DNN"
20150125,3749,"DNN"
20150126,3749,"DNN"
20150127,3757,"DNN"
20150128,3749,"DNN"
20150129,3749,"DNN"
20150130,3741,"DNN"
20150131,3741,"DNN"
20150201,3733,"DNN"
20150202,3733,"DNN"
20150203,3725,"DNN"
20150204,3725,"DNN"
20150205,3710,"DNN"
20150206,3921,"DNN"
20150207,4268,"DNN"
20150208,4896,"DNN"
20150209,5193,"DNN"
20150210,5185,"DNN"
20150211,5128,"DNN"
20150212,5056,"DNN"
20150213,5000,"DNN"
20150214,4960,"DNN"
20150215,4871,"DNN"
20150216,4816,"DNN"
20150217,4727,"DNN"
20150218,4633,"DNN"
20150219,4569,"DNN"
20150220,4522,"DNN"
20150221,4562,"DNN"
20150222,4594,"DNN"
20150223,4625,"DNN"
20150224,4649,"DNN"
20150225,4704,"DNN"
20150226,4735,"DNN"
20150227,4791,"DNN"
20150228,4871,"DNN"
20150301,4896,"DNN"
20150302,4920,"DNN"
20150303,4943,"DNN"
20150304,4976,"DNN"
20150305,5000,"DNN"
20150306,5024,"DNN"
20150307,5056,"DNN"
20150308,5080,"DNN"
20150309,5112,"DNN"
20150310,5136,"DNN"
20150311,5201,"DNN"
20150312,5257,"DNN"
20150313,5290,"DNN"
20150314,5322,"DNN"
20150315,5378,"DNN"
20150316,5427,"DNN"
20150317,5475,"DNN"
20150318,5508,"DNN"
20150319,5540,"DNN"
20150320,5564,"DNN"
20150321,5589,"DNN"
20150322,5638,"DNN"
20150323,5686,"DNN"
20150324,5727,"DNN"
20150325,5767,"DNN"
20150326,5808,"DNN"
20150327,5841,"DNN"
20150328,5882,"DNN"
20150329,5906,"DNN"
20150330,5939,"DNN"
20150331,5963,"DNN"
20150401,5988,"DNN"
20150402,6004,"DNN"
20150403,6029,"DNN"
20150404,6029,"DNN"
20150405,6094,"DNN"
20150406,6118,"DNN"
20150407,6159,"DNN"
20150408,6184,"DNN"
20150409,6200,"DNN"
20150410,6200,"DNN"
20150411,6184,"DNN"
20150412,6151,"DNN"
20150413,6118,"DNN"
20150414,6110,"DNN"
20150415,6078,"DNN"
20150416,6037,"DNN"
20150417,5988,"DNN"
20150418,5947,"DNN"
20150419,5906,"DNN"
20150420,5865,"DNN"
20150421,5857,"DNN"
20150422,5841,"DNN"
20150423,5857,"DNN"
20150424,5971,"DNN"
20150425,6086,"DNN"
20150426,6168,"DNN"
20150427,6217,"DNN"
20150428,6266,"DNN"
20150429,6307,"DNN"
20150430,6331,"DNN"
20150501,6356,"DNN"
20150502,6389,"DNN"
20150503,6406,"DNN"
20150504,6422,"DNN"
20150505,6439,"DNN"
20150506,6480,"DNN"
20150507,6496,"DNN"
20150508,6529,"DNN"
20150509,6537,"DNN"
20150510,6537,"DNN"
20150511,6554,"DNN"
20150512,6554,"DNN"
20150513,6562,"DNN"
20150514,6570,"DNN"
20150515,6595,"DNN"
20150516,6611,"DNN"
20150517,6645,"DNN"
20150518,6661,"DNN"
20150519,6669,"DNN"
20150520,6694,"DNN"
20150521,6719,"DNN"
20150522,6760,"DNN"
20150523,6810,"DNN"
20150524,6851,"DNN"
20150525,6884,"DNN"
20150526,6892,"DNN"
20150527,6909,"DNN"
20150528,6918,"DNN"
20150529,6918,"DNN"
20150530,6926,"DNN"
20150531,6934,"DNN"
20150601,6926,"DNN"
20150602,6926,"DNN"
20150603,6926,"DNN"
20150604,6934,"DNN"
20150605,6934,"DNN"
20150606,6934,"DNN"
20150607,6934,"DNN"
20150608,6934,"DNN"
20150609,6942,"DNN"
20150610,7000,"DNN"
20150611,7017,"DNN"
20150612,7009,"DNN"
20150613,7000,"DNN"
20150614,6992,"DNN"
20150615,6983,"DNN"
20150616,6975,"DNN"
20150617,6959,"DNN"
20150618,6950,"DNN"
20150619,6934,"DNN"
20150620,6926,"DNN"
20150621,6901,"DNN"
20150622,6884,"DNN"
20150623,6876,"DNN"
20150624,6868,"DNN"
20150625,6859,"DNN"
20150626,6851,"DNN"
20150627,6843,"DNN"
20150628,6851,"DNN"
20150629,6843,"DNN"
20150630,6826,"DNN"
20150701,6818,"DNN"
20150702,6818,"DNN"
20150703,6818,"DNN"
20150704,6818,"DNN"
20150705,6801,"DNN"
20150706,6793,"DNN"
20150707,6785,"DNN"
20150708,6776,"DNN"
20150709,6801,"DNN"
20150710,6785,"DNN"
20150711,6768,"DNN"
20150712,6752,"DNN"
20150713,6743,"DNN"
20150714,6727,"DNN"
20150715,6711,"DNN"
20150716,6711,"DNN"
20150717,6694,"DNN"
20150718,6678,"DNN"
20150719,6669,"DNN"
20150720,6653,"DNN"
20150721,6727,"DNN"
20150722,6711,"DNN"
20150723,6694,"DNN"
20150724,6678,"DNN"
20150725,6661,"DNN"
20150726,6645,"DNN"
20150727,6628,"DNN"
20150728,6620,"DNN"
20150729,6603,"DNN"
20150730,6603,"DNN"
20150731,6587,"DNN"
20150801,6578,"DNN"
20150802,6587,"DNN"
20150803,6578,"DNN"
20150804,6562,"DNN"
20150805,6545,"DNN"
20150806,6529,"DNN"
20150807,6537,"DNN"
20150808,6521,"DNN"
20150809,6504,"DNN"
20150810,6488,"DNN"
20150811,6471,"DNN"
20150812,6447,"DNN"
20150813,6430,"DNN"
20150814,6406,"DNN"
20150815,6389,"DNN"
20150816,6373,"DNN"
20150817,6356,"DNN"
20150818,6340,"DNN"
20150819,6323,"DNN"
20150820,6307,"DNN"
20150821,6283,"DNN"
20150822,6274,"DNN"
20150823,6250,"DNN"
20150824,6233,"DNN"
20150825,6208,"DNN"
20150826,6192,"DNN"
20150827,6184,"DNN"
20150828,6159,"DNN"
20150829,6118,"DNN"
20150830,6110,"DNN"
20150831,6094,"DNN"
20150901,6078,"DNN"
20150902,6053,"DNN"
20150903,6029,"DNN"
20150904,5996,"DNN"
20150905,5980,"DNN"
20150906,5963,"DNN"
20150907,5955,"DNN"
20150908,5939,"DNN"
20150909,5931,"DNN"
20150910,5922,"DNN"
20150911,5906,"DNN"
20150912,5825,"DNN"
20150913,5719,"DNN"
20150914,5581,"DNN"
20150915,5451,"DNN"
20150916,5330,"DNN"
20150917,5217,"DNN"
20150918,5112,"DNN"
20150919,5008,"DNN"
20150920,4911,"DNN"
20150921,4800,"DNN"
20150922,4649,"DNN"
20150923,4514,"DNN"
20150924,4403,"DNN"
20150925,4300,"DNN"
20150926,4213,"DNN"
20150927,4134,"DNN"
20150928,4071,"DNN"
20150929,4016,"DNN"
20150930,3976,"DNN"
20151001,3976,"DNN"
20151002,3929,"DNN"
20151003,3882,"DNN"
20151004,3843,"DNN"
20151005,3804,"DNN"
20151006,3780,"DNN"
20151007,3749,"DNN"
20151008,3733,"DNN"
20151009,3710,"DNN"
20151010,3678,"DNN"
20151011,3663,"DNN"
20151012,3647,"DNN"
20151013,3632,"DNN"
20151014,3616,"DNN"
20151015,3600,"DNN"
20151016,3593,"DNN"
20151017,3640,"DNN"
20151018,3632,"DNN"
20151019,3616,"DNN"
20151020,3593,"DNN"
20151021,3577,"DNN"
20151022,3562,"DNN"
20151023,3546,"DNN"
20151024,3538,"DNN"
20151025,3522,"DNN"
